清楚,1002
听说,1008
深,1008
过得去,1016
不爽,1016
用来,1019
超高,1026
考虑,1036
据说,1045
合算,1051
臭,1055
滴,1062
保障,1072
简洁,1082
没法,1083
怕,1084
看来,1085
掉,1091
定,1097
是否,1118
最大,1122
看看,1123
拥有,1123
耐看,1134
没用,1148
回来,1156
可靠,1158
找,1160
包裹,1164
配送,1210
亮,1216
精致,1221
破,1222
才能,1223
轻松,1224
难,1227
入,1228
低调,1234
放,1234
降,1240
写,1261
打开,1264
滑,1264
听,1275
显得,1286
满,1292
担心,1294
订,1299
强,1306
促销,1307
假,1320
严重,1320
爱,1322
洗,1328
很轻,1339
挺好,1343
捂,1369
花,1376
完美,1380
超快,1389
坏,1393
带,1400
准备,1418
后悔,1419
处理,1421
送来,1428
信得过,1467
没货,1481
倒,1513
太薄,1539
出来,1543
新颖,1557
出,1563
磨,1567
少,1580
下,1581
鲜艳,1600
怀疑,1609
凉快,1626
不贵,1628
跑,1648
不算,1666
保暖,1668
够,1671
旧,1718
搭,1722
像是,1743
很棒,1763
不,1772
厚实,1781
继续,1787
不行,1808
产,1822
全,1849
懒得,1851
适中,1866
挺快,1892
要求,1930
打折,1933
有待,1944
偏大,1944
送到,1945
不用,1946
难看,1949
热,1968
接受,1971
选,2000
无,2006
干净,2026
肯定,2057
穿上去,2084
粗糙,2095
购入,2111
最好,2116
配,2134
需要,2141
精细,2142
拿,2142
平常,2144
久,2155
算是,2163
不到,2166
行,2206
蛮好,2207
很大,2234
不了,2236
郁闷,2251
走,2251
不太好,2281
可,2326
到货,2352
白,2369
重,2380
黑,2380
心得,2416
失望,2423
不够,2468
打球,2475
送给,2482
貌似,2485
太慢,2498
暖和,2598
搞,2601
新,2609
申请,2612
很软,2622
柔软,2627
单薄,2646
耐用,2671
抢到,2681
不知,2691
简单,2697
保证,2751
冷,2763
老,2828
超,2838
明显,2942
偏瘦,2949
慢,2991
卖,3039
强大,3049
防滑,3081
估计,3102
耐磨,3124
值,3139
凑合,3205
做,3274
选择,3301
正合适,3336
注意,3347
起,3354
厚,3392
实在,3450
打,3499
挤,3506
实用,3545
放心,3635
低,3684
相信,3700
搭配,3752
休闲,3762
买来,3825
买到,3830
软,3847
穿过,3859
抢购,4028
看到,4082
只能,4083
拿到,4146
安踏,4232
穿穿,4363
很,4374
不会,4400
赞,4508
抢,4553
可惜,4597
让,4673
开始,4673
长,4685
退,4758
试,4785
方便,4808
推荐,4949
换,5150
入手,5208
还有,5266
不足,5331
想,5336
看上去,5382
宽,5431
像,5599
紧,5667
去,5736
来,5740
不能,5986
快递,6010
试穿,6030
支持,6139
贵,6141
耐穿,6227
差,6238
脏,6406
对得起,6431
使用,6497
好像,6579
可能,6935
瘦,6961
包装,7021
轻巧,7065
划算,7171
退货,7357
希望,7533
呵呵,7603
窄,7870
正好,7878
薄,8040
收到,8108
买大,8341
容易,8449
觉得,8655
偏,8941
看起来,9497
没穿,9982
码,10609
看着,10899
送,11115
会,11629
能,12080
帮,12089
算,12196
到,12406
很好,12825
还行,12919
看,13081
团购,13468
超值,15253
还好,16889
要,17387
知道,18121
购买,18548
轻,18820
值得,20014
应该,20447
漂亮,20673
说,22686
适合,23978
快,24287
轻便,24889
高,26562
一般,26566
硬,26668
送货,27395
合适,27599
做工,29649
起来,29805
满意,30099
小,36991
有,39031
舒适,40201
没有,51998
喜欢,52576
大,54136
好看,54365
穿,91876
便宜,96043
买,114182
舒服,117670
好,176379
不错,240256
